date,season,league,gameType,home_team,away_team,home_score,away_score
2026-01-24,2025-26,Italy LBA,Regular Season,Sassari,Trento,89,88
2026-01-25,2025-26,Italy LBA,Regular Season,Sassari,Tortona,82,89
2026-01-26,2025-26,Italy LBA,Regular Season,Sassari,Trapani,102,78
2026-01-28,2025-26,Italy LBA,Regular Season,Sassari,Trieste,85,80
2026-01-29,2025-26,Italy LBA,Regular Season,Sassari,Treviso,103,108
2026-01-31,2025-26,Italy LBA,Regular Season,Sassari,Udine,70,88
2026-02-01,2025-26,Italy LBA,Regular Season,Sassari,Varese,102,105
2026-02-02,2025-26,Italy LBA,Regular Season,Sassari,Venezia,79,98
2026-02-04,2025-26,Italy LBA,Regular Season,Trento,Bologna,83,102
2026-02-05,2025-26,Italy LBA,Regular Season,Trento,Brescia,77,85
2026-02-06,2025-26,Italy LBA,Regular Season,Trento,Cantù,109,69
2026-02-08,2025-26,Italy LBA,Regular Season,Trento,Cremona,85,94
2026-02-09,2025-26,Italy LBA,Regular Season,Trento,Milano,84,74
2026-02-10,2025-26,Italy LBA,Regular Season,Trento,Napoli,87,93
2026-02-12,2025-26,Italy LBA,Regular Season,Trento,Reggiana,82,90
2026-02-13,2025-26,Italy LBA,Regular Season,Trento,Sassari,96,99
2026-02-14,2025-26,Italy LBA,Regular Season,Trento,Tortona,89,75
2026-02-16,2025-26,Italy LBA,Regular Season,Trento,Trieste,89,87
2026-02-17,2025-26,Italy LBA,Regular Season,Trento,Treviso,81,68
2026-02-18,2025-26,Italy LBA,Regular Season,Trento,Udine,75,82
2026-02-20,2025-26,Italy LBA,Regular Season,Trento,Varese,84,78
2026-02-21,2025-26,Italy LBA,Regular Season,Trento,Venezia,96,90
2026-02-22,2025-26,Italy LBA,Regular Season,Tortona,Bologna,69,74
2026-02-24,2025-26,Italy LBA,Regular Season,Tortona,Brescia,88,80
2026-02-25,2025-26,Italy LBA,Regular Season,Tortona,Cantù,100,73
2026-02-26,2025-26,Italy LBA,Regular Season,Tortona,Cremona,85,78
2026-02-28,2025-26,Italy LBA,Regular Season,Tortona,Milano,78,87
2026-03-01,2025-26,Italy LBA,Regular Season,Tortona,Napoli,87,76
2026-03-02,2025-26,Italy LBA,Regular Season,Tortona,Reggiana,81,67
2026-03-04,2025-26,Italy LBA,Regular Season,Tortona,Sassari,118,113
2026-03-05,2025-26,Italy LBA,Regular Season,Tortona,Trento,103,84
2026-03-06,2025-26,Italy LBA,Regular Season,Tortona,Trapani,108,100
2026-03-08,2025-26,Italy LBA,Regular Season,Tortona,Trieste,104,99
2026-03-09,2025-26,Italy LBA,Regular Season,Tortona,Treviso,107,95
2026-03-11,2025-26,Italy LBA,Regular Season,Tortona,Udine,79,80
2026-03-12,2025-26,Italy LBA,Regular Season,Tortona,Varese,90,87
2026-03-13,2025-26,Italy LBA,Regular Season,Tortona,Venezia,90,98
2026-03-15,2025-26,Italy LBA,Regular Season,Trapani,Brescia,77,75
2026-03-16,2025-26,Italy LBA,Regular Season,Trapani,Cremona,96,90
2026-03-17,2025-26,Italy LBA,Regular Season,Trapani,Reggiana,88,75
2026-03-19,2025-26,Italy LBA,Regular Season,Trapani,Udine,91,73
2026-03-20,2025-26,Italy LBA,Regular Season,Trapani,Varese,88,95
2026-03-21,2025-26,Italy LBA,Regular Season,Trapani,Venezia,109,102
2026-03-23,2025-26,Italy LBA,Regular Season,Trieste,Bologna,66,74
2026-03-24,2025-26,Italy LBA,Regular Season,Trieste,Brescia,82,86
2026-03-25,2025-26,Italy LBA,Regular Season,Trieste,Cantù,84,79
2026-03-27,2025-26,Italy LBA,Regular Season,Trieste,Cremona,89,94
2026-03-28,2025-26,Italy LBA,Regular Season,Trieste,Milano,86,82
2026-03-29,2025-26,Italy LBA,Regular Season,Trieste,Napoli,110,84
2026-03-31,2025-26,Italy LBA,Regular Season,Trieste,Reggiana,92,82
2026-04-01,2025-26,Italy LBA,Regular Season,Trieste,Sassari,76,70
2026-04-02,2025-26,Italy LBA,Regular Season,Trieste,Trento,84,78
2026-04-04,2025-26,Italy LBA,Regular Season,Trieste,Tortona,91,81
2026-04-05,2025-26,Italy LBA,Regular Season,Trieste,Trapani,87,91
2026-04-06,2025-26,Italy LBA,Regular Season,Trieste,Treviso,84,76
2026-04-08,2025-26,Italy LBA,Regular Season,Trieste,Udine,92,85
2026-04-09,2025-26,Italy LBA,Regular Season,Trieste,Varese,90,89
2026-04-10,2025-26,Italy LBA,Regular Season,Trieste,Venezia,78,84
2026-04-12,2025-26,Italy LBA,Regular Season,Treviso,Bologna,79,101
2026-04-13,2025-26,Italy LBA,Regular Season,Treviso,Brescia,100,102
2026-04-15,2025-26,Italy LBA,Regular Season,Treviso,Cantù,86,81
2026-04-16,2025-26,Italy LBA,Regular Season,Treviso,Cremona,97,94
2026-04-17,2025-26,Italy LBA,Regular Season,Treviso,Milano,71,76
2026-04-19,2025-26,Italy LBA,Regular Season,Treviso,Napoli,79,86
2026-04-20,2025-26,Italy LBA,Regular Season,Treviso,Reggiana,78,77
2026-04-21,2025-26,Italy LBA,Regular Season,Treviso,Sassari,89,92
2026-04-23,2025-26,Italy LBA,Regular Season,Treviso,Trento,67,88
2026-04-24,2025-26,Italy LBA,Regular Season,Treviso,Tortona,91,86
2026-04-25,2025-26,Italy LBA,Regular Season,Treviso,Trapani,82,89
2026-04-27,2025-26,Italy LBA,Regular Season,Treviso,Trieste,100,107
2026-04-28,2025-26,Italy LBA,Regular Season,Treviso,Udine,92,82
2026-04-29,2025-26,Italy LBA,Regular Season,Treviso,Varese,86,83
2026-05-01,2025-26,Italy LBA,Regular Season,Treviso,Venezia,90,91
2026-05-02,2025-26,Italy LBA,Regular Season,Udine,Bologna,80,82
2026-05-03,2025-26,Italy LBA,Regular Season,Udine,Brescia,72,81
2026-05-05,2025-26,Italy LBA,Regular Season,Udine,Cantù,95,83
2026-05-06,2025-26,Italy LBA,Regular Season,Udine,Cremona,82,75
2026-05-07,2025-26,Italy LBA,Regular Season,Udine,Milano,86,83
2026-05-09,2025-26,Italy LBA,Regular Season,Udine,Napoli,78,71
2026-05-10,2025-26,Italy LBA,Regular Season,Udine,Reggiana,85,90
2026-05-11,2025-26,Italy LBA,Regular Season,Udine,Sassari,92,79
2026-05-13,2025-26,Italy LBA,Regular Season,Udine,Trento,69,76
2026-05-14,2025-26,Italy LBA,Regular Season,Udine,Tortona,90,94
2026-05-15,2025-26,Italy LBA,Regular Season,Udine,Trieste,70,89
2026-05-17,2025-26,Italy LBA,Regular Season,Udine,Treviso,86,79
2026-05-18,2025-26,Italy LBA,Regular Season,Udine,Varese,81,92
2026-05-19,2025-26,Italy LBA,Regular Season,Udine,Venezia,87,94
2026-05-21,2025-26,Italy LBA,Regular Season,Varese,Bologna,77,83
2026-05-22,2025-26,Italy LBA,Regular Season,Varese,Brescia,98,96
2026-05-24,2025-26,Italy LBA,Regular Season,Varese,Cantù,91,82
2026-05-25,2025-26,Italy LBA,Regular Season,Varese,Cremona,84,75
2026-05-26,2025-26,Italy LBA,Regular Season,Varese,Milano,61,94
2026-05-28,2025-26,Italy LBA,Regular Season,Varese,Napoli,84,80
2026-05-29,2025-26,Italy LBA,Regular Season,Varese,Reggiana,61,76
2026-05-30,2025-26,Italy LBA,Regular Season,Varese,Sassari,91,90
2026-06-01,2025-26,Italy LBA,Regular Season,Varese,Trento,74,85
2026-06-02,2025-26,Italy LBA,Regular Season,Varese,Tortona,97,87
2026-06-03,2025-26,Italy LBA,Regular Season,Varese,Trieste,84,69
2026-06-05,2025-26,Italy LBA,Regular Season,Varese,Treviso,91,86
2026-06-06,2025-26,Italy LBA,Regular Season,Varese,Udine,59,66
2026-06-07,2025-26,Italy LBA,Regular Season,Varese,Venezia,94,106
2026-06-09,2025-26,Italy LBA,Regular Season,Venezia,Bologna,75,81
2026-06-10,2025-26,Italy LBA,Regular Season,Venezia,Brescia,74,89
2026-06-11,2025-26,Italy LBA,Regular Season,Venezia,Cantù,101,95
2026-06-13,2025-26,Italy LBA,Regular Season,Venezia,Cremona,82,75
2026-06-14,2025-26,Italy LBA,Regular Season,Venezia,Milano,85,90
2026-06-15,2025-26,Italy LBA,Regular Season,Venezia,Napoli,106,96
2026-06-17,2025-26,Italy LBA,Regular Season,Venezia,Reggiana,79,81
2026-06-18,2025-26,Italy LBA,Regular Season,Venezia,Sassari,89,76
2026-06-19,2025-26,Italy LBA,Regular Season,Venezia,Trento,87,106
2026-06-21,2025-26,Italy LBA,Regular Season,Venezia,Tortona,75,78
2026-06-22,2025-26,Italy LBA,Regular Season,Venezia,Trieste,102,66
2026-06-23,2025-26,Italy LBA,Regular Season,Venezia,Treviso,87,66
2026-06-25,2025-26,Italy LBA,Regular Season,Venezia,Udine,101,94
2026-06-26,2025-26,Italy LBA,Regular Season,Venezia,Varese,86,75
